"","X","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"1",1,1,"LeBron James",271.4,"2003-04","2024-25","19-40",1562,21,37.8,9.9,19.6,8.3,14.9,1.6,4.7,5.5,7.5,1.2,6.4,7.5,7.4,1.5,0.7,3.5,1.8,27,0.506,0.556,0.349,0.737,0.59,0.548,"F-G","CLE,LAL,MIA",116,105,187.8,83.6,0.221,6.9,1.7,8.5,156.6,26.9,3.6,18.9,11.4,36.5,2,1.6,13.3,31.5,4,1,0,0,0,4,3,13,4,4,5,1,1,4,0
"2",3,3,"Chris Paul",215.1,"2005-06","2024-25","20-39",1354,12,33.7,6,12.8,4.6,9.1,1.4,3.7,3.6,4.1,0.6,3.8,4.4,9.2,2,0.2,2.3,2.4,17,0.47,0.51,0.37,0.871,0.581,0.523,"G","GSW,HOU,LAC,NOH,NOK,OKC,PHO,SAS",123,107,155.3,59.8,0.226,4.6,2,6.6,98.9,23.5,2,12.9,7.5,44.1,3.1,0.4,13.5,22.7,0,1,0,0,0,0,1,4,5,2,7,2,1,2,0
"3",12,12,"Kevin Durant",175.4,"2007-08","2024-25","19-36",1123,15,36.7,9.4,18.7,7.4,13.7,2,5,6.5,7.4,0.7,6.3,7,4.4,1,1.1,3.2,1.9,27.2,0.502,0.543,0.39,0.882,0.62,0.554,"F-G","BRK,GSW,OKC,PHO,SEA",118,107,124.9,50.5,0.204,5.8,0.6,6.4,87.6,24.8,2.1,18.5,10.6,20.6,1.4,2.5,12.6,30.1,1,1,0,0,0,2,2,6,5,0,0,0,1,4,0
"4",13,13,"James Harden",174.7,"2009-10","2024-25","20-35",1151,11,34.8,7.1,16.2,4.3,8.6,2.8,7.6,7.1,8.2,0.8,4.9,5.6,7.2,1.5,0.6,3.7,2.5,24.1,0.439,0.507,0.363,0.861,0.608,0.525,"G","BRK,HOU,LAC,OKC,PHI",118,108,127.8,46.9,0.21,5.5,0.8,6.3,84.2,23.7,2.5,15.4,9,34.2,2.1,1.4,15.8,29.4,1,0,0,1,0,0,0,6,0,2,0,0,1,1,0
"5",24,24,"Stephen Curry",143.1,"2009-10","2024-25","21-36",1026,11,34.1,8.4,17.9,4.5,8.5,4,9.3,3.9,4.3,0.7,4,4.7,6.4,1.5,0.3,3.1,2.3,24.7,0.471,0.524,0.423,0.911,0.625,0.582,"G","GSW",118,109,103.8,39.3,0.196,6.2,0.2,6.5,74.7,23.5,2.1,12.7,7.5,30.8,2.2,0.6,13.6,29,2,0,0,0,0,1,2,4,5,2,0,0,1,1,0
"6",30,30,"Nikola Jokic",128,"2015-16","2024-25","20-29",745,7,31.7,8.4,15,7.3,11.9,1.1,3,3.9,4.8,2.7,8.3,10.9,7.2,1.3,0.7,2.9,2.7,21.8,0.56,0.611,0.36,0.824,0.638,0.596,"C-F","DEN",126,108,93,35,0.26,7.3,3,10.3,73.3,28.5,9.5,28.6,19.2,37.2,2,2,14.6,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",34,34,"Shawn Marion",124.9,"1999-00","2014-15","21-36",1163,4,34.5,6.3,12.9,5.6,10.9,0.7,2.1,2,2.5,2.3,6.3,8.7,1.9,1.5,1.1,1.5,2.2,15.2,0.484,0.513,0.331,0.81,0.542,0.51,"F","CLE,DAL,MIA,PHO,TOR",110,102,63.6,61.3,0.15,1.7,1,2.7,47.6,18.8,7.8,20.5,14.3,9.1,2.3,2.2,9.7,20.4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"8",35,35,"Jimmy Butler",123.7,"2011-12","2024-25","22-35",869,6,33.1,5.9,12.6,5.1,10.2,0.8,2.4,5.7,6.7,1.7,3.7,5.3,4.3,1.6,0.4,1.6,1.4,18.3,0.472,0.506,0.328,0.843,0.59,0.503,"F-G","CHI,GSW,MIA,MIN,PHI",123,108,86.1,37.5,0.206,3.6,1.4,5,50.5,21.7,5.6,12.3,9,21.1,2.4,1.1,9.4,22.9,0,0,0,0,1,0,0,0,1,4,0,5,0,1,0
"9",37,37,"Giannis Antetokounmpo",120.8,"2013-14","2024-25","19-30",859,9,32.9,8.8,15.9,8.1,13.7,0.6,2.2,5.8,8.3,1.9,8.1,9.9,5,1.1,1.2,3,2.9,23.9,0.551,0.594,0.284,0.693,0.611,0.57,"F-G","MIL",118,106,75.9,44.8,0.205,4.5,2.2,6.7,62.4,25.8,6.3,25.9,16.4,26.6,1.7,3.3,13.3,29.8,2,0,1,0,1,1,1,7,2,0,4,1,1,0,0
"10",39,39,"Buck Williams",120.1,"1981-82","1997-98","21-37",1307,3,32.5,4.9,8.9,4.9,8.9,0,0,3,4.6,3.5,6.5,10,1.3,0.8,0.8,2.1,3.3,12.8,0.549,0.55,0.167,0.664,0.587,0.549,"F-C","NJN,NYK,POR",112,104,58.3,61.8,0.136,0,0,0,21.7,15.3,11.8,22.8,17.2,5.5,1.2,1.6,16.3,16.4,0,1,0,0,0,0,0,0,1,0,2,2,0,0,0
"11",40,40,"Anthony Davis",118.8,"2012-13","2024-25","19-31",787,10,34.5,9,17.3,8.5,15.7,0.5,1.6,5.6,7,2.7,8,10.7,2.6,1.3,2.3,2,2.3,24.1,0.522,0.546,0.296,0.794,0.592,0.536,"F-C","DAL,LAL,NOH,NOP",118,104,73.3,45.5,0.21,4.4,1.5,5.9,54.2,26.8,8.6,25.5,17.1,12.7,1.9,5.6,8.9,28.4,0,0,0,0,0,0,1,4,1,0,3,2,1,2,0
"12",41,41,"Damian Lillard",118.4,"2012-13","2024-25","22-34",900,9,36.2,8.1,18.4,5,10,3.1,8.4,5.8,6.5,0.6,3.7,4.3,6.7,1,0.3,2.8,1.9,25.1,0.439,0.495,0.371,0.899,0.59,0.523,"G","MIL,POR",119,113,98.2,20.2,0.174,5.5,-0.9,4.6,54.5,22.2,1.8,11,6.4,30.7,1.3,0.7,11.7,29,0,1,0,0,0,0,1,1,4,2,0,0,1,1,0
"13",42,42,"Horace Grant",118.2,"1987-88","2003-04","22-38",1165,1,33.2,4.7,9.2,4.7,9.1,0,0.1,1.8,2.6,3,5.1,8.1,2.2,1,1,1.1,2.4,11.2,0.509,0.511,0.063,0.692,0.54,0.509,"F-C","CHI,LAL,ORL,SEA",117,104,69,49.3,0.147,1,0.4,1.4,33,16,10.4,17.8,14.1,9.9,1.5,2,9.8,15.2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"14",44,44,"Al Horford",117.3,"2007-08","2024-25","21-38",1138,5,31.6,5.3,10.5,4.5,8.2,0.9,2.3,1.4,1.8,1.9,6,7.9,3.2,0.8,1.1,1.4,2.1,12.9,0.509,0.546,0.377,0.763,0.573,0.55,"C-F","ATL,BOS,OKC,PHI",117,106,64.6,52.6,0.157,1.6,1.3,2.9,44.2,17.8,6.9,21,14,15.9,1.2,3,10.9,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"15",46,46,"Rudy Gobert",116.1,"2013-14","2024-25","21-32",829,3,30.7,4.7,7.2,4.7,7.2,0,0,3.2,5,3.4,8.3,11.7,1.4,0.7,2.1,1.6,2.7,12.6,0.656,0.658,0,0.641,0.673,0.656,"C","MIN,UTA",129,103,64.8,51.3,0.219,1.3,1.9,3.3,34,21.2,12.6,29.6,21.3,6.7,1.1,5.7,14.7,15.8,0,0,4,0,0,0,0,0,1,3,7,1,0,0,0
"16",47,47,"LaMarcus Aldridge",115.6,"2006-07","2021-22","21-36",1076,7,33.7,7.7,15.7,7.5,15,0.2,0.7,3.4,4.2,2.6,5.5,8.1,1.9,0.7,1.1,1.5,2.4,19.1,0.493,0.5,0.32,0.813,0.544,0.499,"F-C","BRK,POR,SAS",113,107,72.9,42.8,0.153,2,-0.3,1.7,33.4,20.7,8.8,18.8,13.8,10.2,1.1,2.6,8,25.7,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0
"17",49,49,"Kyle Lowry",112.6,"2006-07","2024-25","20-38",1173,6,31.3,4.5,10.6,2.6,5.5,1.9,5.1,3.1,3.8,0.8,3.5,4.2,6.1,1.3,0.3,2.2,2.7,13.9,0.423,0.476,0.368,0.815,0.569,0.512,"G","HOU,MEM,MIA,PHI,TOR",115,109,73.5,39.1,0.147,2.1,0.6,2.7,43.3,17.3,2.8,12.6,7.7,29.7,2.1,0.8,15.5,20.7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"18",50,50,"Russell Westbrook",112.5,"2008-09","2024-25","20-36",1237,9,33.3,7.6,17.4,6.5,13.8,1.1,3.6,4.8,6.3,1.6,5.4,7,8,1.6,0.3,3.9,2.6,21.2,0.439,0.474,0.305,0.772,0.526,0.471,"G","DEN,HOU,LAC,LAL,OKC,WAS",107,107,59.6,52.9,0.131,3.2,0.5,3.6,58.4,21.6,5.4,17.6,11.6,40.6,2.4,0.8,16.2,31.2,1,0,0,0,0,0,2,2,5,2,0,0,1,1,0
"19",54,54,"Terry Porter",110.4,"1985-86","2001-02","22-38",1274,2,27.8,4.3,9.2,3.2,6.6,1,2.6,2.7,3.2,0.6,2.5,3,5.6,1.2,0.1,2.1,1.7,12.2,0.463,0.493,0.386,0.836,0.576,0.518,"G","MIA,MIN,POR,SAS",115,107,71.9,38.5,0.15,2.4,0.4,2.9,43.3,17.2,2.2,10,6.1,29,2.2,0.3,16.4,19.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20",55,55,"Elton Brand",109.6,"1999-00","2015-16","20-36",1058,2,33,6.2,12.5,6.2,12.4,0,0,3.4,4.7,3.1,5.4,8.5,2.1,0.9,1.7,1.9,2.9,15.9,0.5,0.501,0.095,0.736,0.548,0.501,"F-C","ATL,CHI,DAL,LAC,PHI",110,104,65.8,43.8,0.151,1.9,0.4,2.2,37.3,20.5,11,19,15,11.7,1.4,3.9,11.8,22.8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"21",56,56,"Larry Nance",109.6,"1981-82","1993-94","22-34",920,3,33.4,6.9,12.7,6.9,12.6,0,0.1,3.2,4.2,2.5,5.5,8,2.6,0.9,2.2,1.9,2.9,17.1,0.546,0.548,0.145,0.755,0.586,0.546,"F-C","CLE,PHO",116,104,65,44.6,0.171,2.3,1.4,3.6,43.5,19.9,8.7,18.3,13.6,11.8,1.4,3.8,11.3,20.6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
"22",57,57,"Detlef Schrempf",109.5,"1985-86","2000-01","23-38",1136,3,29.6,4.8,9.7,4.3,8.6,0.4,1.1,3.9,4.9,1.6,4.5,6.2,3.4,0.8,0.3,2,3,13.9,0.491,0.505,0.384,0.803,0.586,0.513,"F-C","DAL,IND,POR,SEA",117,107,76.4,33.1,0.156,1.9,-0.1,1.8,32.4,17.2,6.5,17.2,12,17.2,1.3,0.6,14.4,20.3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
"23",58,58,"Jeff Hornacek",108.9,"1986-87","1999-00","23-36",1077,1,31.5,5.5,11.1,4.7,9.2,0.8,1.9,2.8,3.1,0.9,2.5,3.4,4.9,1.4,0.2,1.8,2.2,14.5,0.496,0.515,0.403,0.877,0.582,0.53,"G","PHI,PHO,UTA",117,108,76.7,32.2,0.154,2.3,0.6,2.9,42.1,17.7,3.2,8.9,6.2,23.4,2.3,0.5,12.8,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24",60,60,"DeMar DeRozan",108.5,"2009-10","2024-25","20-35",1187,6,34.7,7.6,16.3,7.1,14.5,0.5,1.7,5.5,6.6,0.7,3.7,4.4,4.1,1,0.3,2,2.2,21.3,0.469,0.489,0.3,0.842,0.556,0.485,"G-F","CHI,SAC,SAS,TOR",113,112,78.8,29.7,0.126,1.6,-0.7,0.8,29.4,18.9,2.3,12,7.2,19.6,1.4,0.8,9.5,27.2,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0
"25",63,63,"Otis Thorpe",106.4,"1984-85","2000-01","22-38",1257,1,31.7,5.5,10,5.5,10,0,0.1,3.1,4.5,2.7,5.5,8.2,2.2,0.7,0.4,2.2,3.3,14,0.546,0.548,0.047,0.687,0.584,0.546,"F-C","CHH,DET,HOU,KCK,MIA,POR,SAC,VAN,WAS",112,107,61.6,44.8,0.128,0.2,-0.3,-0.1,19.1,16,9.9,19.2,14.6,10.6,1.1,0.8,15.6,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",65,65,"Mike Conley",105.7,"2007-08","2024-25","20-37",1172,1,31.2,4.9,11.3,3.3,7,1.6,4.2,2.5,3.1,0.5,2.5,2.9,5.7,1.4,0.2,1.9,1.9,14.1,0.438,0.468,0.389,0.825,0.557,0.511,"G","MEM,MIN,UTA",115,109,67.5,38.3,0.139,1.9,0.5,2.4,40.7,17.1,1.7,9.1,5.4,28.5,2.3,0.6,12.8,20.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"27",66,66,"Bill Laimbeer",105.6,"1980-81","1993-94","23-36",1068,4,31.8,5.2,10.5,5,9.9,0.2,0.6,2.3,2.7,2.6,7.1,9.7,2,0.7,0.9,1.5,3.4,12.9,0.498,0.508,0.326,0.837,0.552,0.507,"C","CLE,DET",115,104,56.2,49.3,0.149,0.7,0.8,1.4,29.3,16.1,8.9,24.6,16.7,8.9,1,1.7,11.3,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",67,67,"Sam Perkins",105.4,"1984-85","2000-01","23-39",1286,0,28.5,4.3,9.3,3.6,7.5,0.7,1.8,2.7,3.3,1.8,4.2,6,1.5,0.9,0.7,1.2,2.5,11.9,0.459,0.482,0.362,0.811,0.552,0.494,"F-C","DAL,IND,LAL,SEA",115,106,62.3,43.1,0.138,1,0.1,1.2,29.1,15.5,7.3,16.4,11.9,8,1.5,1.6,10.3,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"29",68,68,"Rasheed Wallace",105.1,"1995-96","2012-13","21-38",1109,4,32.7,5.7,12.2,4.7,9.3,1,2.9,2.1,2.9,1.4,5.3,6.7,1.8,1,1.3,1.5,2.9,14.4,0.467,0.508,0.336,0.721,0.536,0.507,"F-C","ATL,BOS,DET,NYK,POR,WSB",107,101,48,57.1,0.139,1,1.2,2.2,38.3,17,5.2,18.8,12.1,9.6,1.6,3,10.2,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",70,70,"Kawhi Leonard",102.7,"2011-12","2024-25","20-33",733,6,31.8,7.3,14.6,5.7,10.5,1.6,4.1,3.9,4.5,1.2,5.2,6.4,3.1,1.7,0.6,1.7,1.7,20.1,0.499,0.54,0.392,0.86,0.604,0.554,"F","LAC,SAS,TOR",120,104,62,40.7,0.212,4.5,1.9,6.5,49.9,23.2,4.3,17.7,11.2,16,2.7,1.6,9,25.5,0,0,2,0,0,2,1,3,3,0,3,4,1,0,0
"31",71,71,"Tyson Chandler",102.1,"2001-02","2019-20","19-37",1160,1,27.3,3.1,5.1,3.1,5.1,0,0,2.1,3.2,3,6,9,0.8,0.5,1.2,1.4,2.8,8.2,0.597,0.598,0,0.644,0.626,0.597,"C","CHA,CHI,DAL,HOU,LAL,NOH,NOK,NYK,PHO",118,103,56.3,45.8,0.155,-0.3,0.5,0.1,16.9,16.1,12.6,25.1,18.8,4.7,1,3.3,17.9,13.2,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0
"32",72,72,"Jason Terry",102,"1999-00","2017-18","22-40",1410,0,29.8,4.9,11.1,3.3,6.8,1.6,4.3,2,2.3,0.4,2,2.3,3.8,1.1,0.2,1.7,1.8,13.4,0.444,0.484,0.38,0.845,0.554,0.517,"G","ATL,BOS,BRK,DAL,HOU,MIL",110,108,70.4,31.5,0.116,1.8,-0.3,1.5,37.4,16.2,1.4,7.4,4.5,22.1,2,0.5,12.4,21.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"33",73,73,"Andre Miller",100.8,"1999-00","2015-16","23-39",1304,0,30.9,4.6,10,4.5,9.4,0.1,0.7,3.1,3.8,1.1,2.6,3.7,6.5,1.2,0.2,2.4,2.2,12.5,0.461,0.478,0.217,0.807,0.532,0.468,"G","CLE,DEN,LAC,MIN,PHI,POR,SAC,SAS,WAS",110,108,69.5,31.2,0.12,1.5,-0.2,1.3,33.4,17.4,4,9.9,6.9,34.7,2,0.4,16.9,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",74,74,"Eddie Jones",100.6,"1994-95","2007-08","23-36",954,3,34.4,5.2,11.8,3.5,7.5,1.6,4.3,2.9,3.6,0.8,3.2,4,2.9,1.7,0.6,1.6,2.6,14.8,0.437,0.474,0.373,0.809,0.554,0.505,"G-F","CHH,DAL,LAL,MEM,MIA",111,103,57.1,43.5,0.147,1.6,1.5,3.1,42.3,16.7,2.7,10.8,6.8,14.7,2.6,1.3,10.5,20.1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0
"35",75,75,"Andre Iguodala",100.4,"2004-05","2022-23","21-39",1231,1,32.1,4.1,8.8,3.2,6.2,0.9,2.7,2.3,3.2,0.9,4,4.9,4.2,1.4,0.5,1.8,1.8,11.3,0.463,0.52,0.33,0.709,0.553,0.512,"F-G","DEN,GSW,MIA,PHI",111,106,50.8,49.5,0.122,0.8,1.4,2.1,41.3,15.4,3.3,14.1,8.7,19.5,2.3,1.3,15.1,16.9,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
"36",77,77,"A.C. Green",99.5,"1985-86","2000-01","22-37",1278,1,28.6,3.6,7.2,3.5,6.8,0.1,0.4,2.4,3.3,2.6,4.8,7.4,1.1,0.8,0.4,1.1,1.9,9.6,0.494,0.507,0.254,0.734,0.557,0.501,"F-C","DAL,LAL,MIA,PHO",116,106,58.3,41.2,0.131,0.3,-0.5,-0.2,16.6,14.4,10.6,18.7,14.7,5.4,1.4,0.9,11.5,14.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"37",79,79,"DeAndre Jordan",98.8,"2008-09","2024-25","20-36",1111,1,25.1,3.5,5.2,3.5,5.1,0,0,1.6,3.4,2.9,6.8,9.7,0.9,0.5,1.4,1.3,2.4,8.5,0.674,0.675,0.154,0.475,0.644,0.674,"C","BRK,DAL,DEN,LAC,LAL,NYK,PHI",121,103,53.6,45.2,0.17,0.4,0.7,1.1,22.2,18.3,13,29.9,21.6,5.5,1,4.6,16.4,14,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0
"38",83,83,"Paul Millsap",95.4,"2006-07","2021-22","21-36",1085,4,28.1,5,10.3,4.5,8.8,0.5,1.5,2.8,3.9,2.2,4.9,7.1,2.2,1.2,1,1.7,3,13.4,0.489,0.513,0.341,0.736,0.559,0.513,"F","ATL,BRK,DEN,PHI,UTA",111,104,49.7,45.7,0.15,0.9,1,1.9,29.9,18.7,8.9,20,14.5,12.6,2.2,2.8,12.3,21.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"39",84,84,"Kevin Love",94.9,"2008-09","2024-25","20-36",952,5,28.9,5.3,12.2,3.6,7.4,1.8,4.8,3.8,4.6,2.3,7.6,10,2.3,0.6,0.4,1.8,1.9,16.2,0.438,0.483,0.369,0.828,0.571,0.51,"F-C","CLE,MIA,MIN",115,107,62.4,32.5,0.166,3.8,-0.5,3.2,36.3,20.8,9,29.9,19.4,12.9,1.1,1.1,11.1,24.3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0
"40",87,87,"Kevin Johnson",92.8,"1987-88","1999-00","21-33",735,3,34.1,6.1,12.5,5.9,11.7,0.2,0.7,5.4,6.4,0.7,2.6,3.3,9.1,1.5,0.2,3.1,2.1,17.9,0.493,0.504,0.305,0.841,0.585,0.501,"G","CLE,PHO",118,109,70.4,22.3,0.178,3.9,0,3.9,37.3,20.7,2.2,8.3,5.4,38.8,2.1,0.4,16.7,22.6,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0
"41",88,88,"Amar'e Stoudemire",92.5,"2002-03","2015-16","20-33",846,6,31,7,13,7,12.9,0,0.2,4.9,6.4,2.4,5.4,7.8,1.2,0.8,1.2,2.3,3.2,18.9,0.537,0.54,0.236,0.761,0.597,0.538,"F-C","DAL,MIA,NYK,PHO",113,105,63.1,29.4,0.169,1.7,-0.4,1.3,21.9,21.8,9,19.5,14.4,6.9,1.2,2.9,12.7,26.2,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0
"42",89,89,"Brook Lopez",91.9,"2008-09","2024-25","20-36",1105,1,30.3,6,12.2,5.1,9.4,1,2.8,2.8,3.5,2,4.1,6.1,1.5,0.6,1.9,1.6,2.6,15.9,0.497,0.539,0.352,0.797,0.578,0.537,"C","BRK,LAL,MIL,NJN",113,109,53.6,38.3,0.132,1.1,0.2,1.3,27.8,18.5,7.2,15,11.1,8.1,0.9,5.1,10.4,22.3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"43",90,90,"Mark Jackson",91.8,"1987-88","2003-04","22-38",1296,1,30.2,3.7,8.3,3.1,6.6,0.6,1.7,1.7,2.2,1,2.8,3.8,8,1.2,0.1,2.4,1.7,9.6,0.447,0.477,0.332,0.77,0.522,0.481,"G","DEN,HOU,IND,LAC,NYK,TOR,UTA",110,107,54.6,37.1,0.113,1.9,-0.1,1.8,37.5,16,3.8,10.7,7.3,39.4,2.1,0.2,20.9,16.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",91,91,"Terry Cummings",91.1,"1982-83","1999-00","21-38",1183,2,28.7,6.8,14.1,6.8,13.9,0,0.1,2.8,4,2.7,4.6,7.3,1.9,1.1,0.5,1.9,3.2,16.4,0.484,0.486,0.295,0.706,0.52,0.485,"F","GSW,MIL,NYK,PHI,SAS,SDC,SEA",108,105,45.7,45.5,0.129,1,-0.4,0.6,22.5,18.3,10.6,18.2,14.4,10.5,1.8,1.2,10.5,25.6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"45",92,92,"Kyrie Irving",91,"2011-12","2024-25","19-32",779,9,34.5,8.7,18.4,6.3,12.3,2.4,6.1,3.8,4.3,0.8,3.3,4.1,5.6,1.3,0.4,2.5,2.3,23.7,0.474,0.514,0.394,0.888,0.584,0.54,"G","BOS,BRK,CLE,DAL",116,111,67.7,23.3,0.163,4.7,-0.3,4.5,43.7,22.2,2.7,10.4,6.5,28.8,1.9,1.1,11,29.1,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0
"46",93,93,"Rashard Lewis",90.9,"1998-99","2013-14","19-34",1049,2,32,5.4,11.9,3.7,7.5,1.7,4.4,2.4,3,1.4,3.8,5.2,1.7,1.1,0.5,1.5,2.3,14.9,0.452,0.491,0.386,0.805,0.563,0.524,"F","MIA,ORL,SEA,WAS",112,107,61,29.9,0.13,2.2,-0.3,1.9,33.1,16.8,5,13.9,9.5,8.9,1.8,1.2,10.2,21.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",94,94,"Hersey Hawkins",90.6,"1988-89","2000-01","22-34",983,1,32.6,5,10.8,3.7,7.6,1.2,3.2,3.5,4.1,0.8,2.8,3.6,2.9,1.7,0.3,1.9,2.1,14.7,0.461,0.488,0.394,0.87,0.585,0.518,"G","CHH,CHI,PHI,SEA",115,107,59.1,31.5,0.136,1.4,0.7,2,32.6,16.3,3,9.6,6.4,13.9,2.6,0.6,12.9,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"48",96,96,"P.J. Brown",89.8,"1993-94","2007-08","24-38",1089,0,31.1,3.5,7.7,3.5,7.6,0,0.1,2,2.5,2.8,5,7.7,1.5,0.8,1,1.2,3,9.1,0.46,0.463,0.136,0.794,0.516,0.461,"F-C","BOS,CHH,CHI,MIA,NJN,NOH,NOK",110,102,41.3,48.5,0.128,-0.7,0.8,0,17.4,14.1,10.2,18.4,14.3,8.1,1.4,2.4,12.3,14.7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"49",99,99,"Clifford Robinson",89.7,"1989-90","2006-07","23-40",1380,1,30.8,5.4,12.2,4.4,9.7,0.9,2.5,2.6,3.7,1.3,3.2,4.6,2.2,1,1,1.8,3,14.2,0.438,0.459,0.356,0.689,0.512,0.475,"F-C","DET,GSW,NJN,PHO,POR",103,103,33.8,55.9,0.101,-0.1,0.5,0.5,26.6,14.5,4.9,12,8.4,12.1,1.7,2.3,11.6,22.3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"50",100,100,"Charles Oakley",89.7,"1985-86","2003-04","22-40",1282,1,31.4,3.8,8,3.7,7.8,0.1,0.2,2.1,2.7,3.1,6.5,9.5,2.5,1.1,0.3,2.2,3.4,9.7,0.471,0.477,0.253,0.761,0.526,0.474,"F-C","CHI,HOU,NYK,TOR,WAS",105,102,26.3,63.3,0.107,-1.2,0.7,-0.5,15.4,13.4,11.2,23.5,17.3,11.9,1.7,0.6,19.1,15.8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"51",101,101,"Shawn Kemp",89.5,"1989-90","2002-03","20-33",1051,6,27.9,5.2,10.7,5.2,10.6,0,0.1,4.1,5.5,2.9,5.5,8.4,1.6,1.1,1.2,2.6,3.6,14.6,0.488,0.49,0.277,0.741,0.555,0.49,"F-C","CLE,ORL,POR,SEA",106,100,37.3,52.2,0.147,0.1,0.5,0.6,19.4,19.1,12.2,23.4,17.8,9.8,2.1,3.2,16.7,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"52",102,102,"Paul George",89.5,"2010-11","2024-25","20-34",908,9,33.6,7,16,4.5,9.3,2.6,6.7,3.9,4.6,0.8,5.4,6.3,3.7,1.7,0.4,2.7,2.7,20.6,0.44,0.481,0.383,0.853,0.571,0.52,"F-G","IND,LAC,OKC,PHI",110,105,41.9,47.5,0.141,2.6,1.1,3.7,44.1,19.2,2.7,17.7,10.3,18.4,2.5,1.1,12.9,27,0,0,0,0,1,0,0,1,0,5,2,2,0,1,0
"53",103,103,"Glen Rice",88.7,"1989-90","2003-04","22-36",1000,3,35,6.8,14.9,5.2,11,1.6,3.9,3.2,3.8,0.9,3.4,4.4,2.1,1,0.3,1.7,2.4,18.3,0.456,0.476,0.4,0.846,0.554,0.508,"F","CHH,HOU,LAC,LAL,MIA,NYK",112,109,63.6,25.1,0.122,1.7,-0.9,0.8,24.9,16.2,3.1,11.4,7.2,10.2,1.4,0.5,9.5,23.1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"54",104,104,"Anthony Mason",88.3,"1989-90","2002-03","23-36",882,1,34.7,4.1,8,4.1,8,0,0,2.8,4,2.2,6.1,8.3,3.4,0.7,0.3,1.8,2.7,10.9,0.509,0.51,0.167,0.709,0.563,0.51,"F","CHH,DEN,MIA,MIL,NJN,NYK",114,104,48.6,39.7,0.138,0.3,0.7,1,23.2,14.6,7.4,20.1,13.9,15.2,1.1,0.6,15.3,15.2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
