"","X","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"744",2352,2352,"Patrick Baldwin Jr.",0.6,"2022-23","2024-25","20-22",93,0,8.9,1.3,3.2,0.5,1,0.8,2.2,0.3,0.4,0.2,1.8,2,0.5,0.3,0.2,0.4,0.8,3.7,0.405,0.474,0.373,0.658,0.543,0.532,"G-F","GSW,LAC,WAS",103,116,-0.2,0.8,0.032,-2.3,-0.8,-3.1,-0.2,11,2.9,21.7,12.2,7,1.5,2.1,10,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",2354,2354,"Johnny Furphy",0.5,"2024-25","2024-25","20",50,0,7.6,0.7,1.8,0.4,0.8,0.3,1,0.4,0.4,0.5,1,1.4,0.4,0.4,0.2,0.2,0.8,2.1,0.38,0.476,0.3,0.818,0.506,0.462,"G-F","IND",108,113,0.1,0.5,0.07,-3,0.6,-2.5,0,9.8,6.8,14,10.4,6.2,2.3,2.6,10.6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",2359,2359,"Drew Peterson",0.5,"2023-24","2024-25","24-25",28,0,7.5,0.8,1.7,0.2,0.3,0.6,1.4,0.3,0.3,0.3,1.1,1.5,0.5,0.3,0.1,0.3,0.7,2.3,0.447,0.556,0.421,0.778,0.638,0.617,"G","BOS",122,111,0.2,0.3,0.124,-1.2,1,-0.2,0.1,11.4,4.7,16.6,10.7,8.7,1.7,0.9,15,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",2365,2365,"Armoni Brooks",0.5,"2020-21","2023-24","22-25",84,0,17.5,2.3,6.3,0.5,1.1,1.7,5.2,0.3,0.4,0.4,1.8,2.3,1.2,0.5,0.2,0.6,1.3,6.6,0.362,0.517,0.331,0.743,0.51,0.5,"G","BRK,HOU,TOR",102,117,-0.1,0.7,0.017,-2.1,-1.7,-3.8,-0.7,9.1,2.7,11.5,7,9.5,1.3,1.1,8.7,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",2367,2367,"Jordan Walsh",0.5,"2023-24","2024-25","19-20",61,0,8,0.6,1.6,0.3,0.6,0.3,1,0.1,0.2,0.5,1,1.5,0.4,0.3,0.2,0.3,0.7,1.6,0.367,0.559,0.266,0.571,0.466,0.454,"G-F","BOS",100,111,-0.2,0.7,0.052,-4.6,0.7,-3.9,-0.2,7.2,6.3,13.4,9.9,6.2,1.7,2.3,16.1,11.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",2381,2381,"Jordan Miller",0.5,"2023-24","2024-25","24-25",45,0,10,1.4,3.2,1.2,2.3,0.2,0.9,0.7,0.8,0.6,0.8,1.4,0.8,0.4,0.1,0.6,0.6,3.7,0.441,0.524,0.225,0.811,0.518,0.472,"G","LAC",104,113,0,0.5,0.053,-2.8,-0.1,-2.8,-0.1,10.7,6.7,9.2,8,10.5,1.9,1.1,14.5,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",2384,2384,"Leaky Black",0.5,"2023-24","2023-24","24",26,0,10.9,1,2,0.6,1.2,0.3,0.8,0.4,0.6,0.3,1.5,1.8,0.9,0.3,0.4,0.2,0.7,2.7,0.481,0.5,0.45,0.667,0.589,0.567,"F","CHO",124,119,0.3,0.2,0.084,-2.6,0.3,-2.4,0,11.5,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",2390,2390,"Alex Reese",0.5,"2024-25","2024-25","25",15,0,14.4,1.7,3.6,0.7,0.9,1,2.7,0.6,0.8,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,0.481,0.846,0.366,0.75,0.641,0.62,"F","OKC,PHI",122,114,0.3,0.2,0.109,-0.9,-0.3,-1.2,0,14,4.5,20.8,12.3,2.6,2.3,4.5,9.2,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752",2415,2415,"Leonard Miller",0.4,"2023-24","2024-25","20-21",30,0,2.8,0.6,1.2,0.6,0.8,0.1,0.3,0.3,0.3,0.3,0.8,1,0.3,0.1,0.1,0.1,0.2,1.6,0.543,0.68,0.2,0.9,0.622,0.571,"F","MIN",131,104,0.3,0.2,0.255,2.3,2.2,4.5,0.1,24.3,11.1,29.8,20.8,15.8,2.4,2.2,7.1,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",2424,2424,"David Duke Jr.",0.4,"2021-22","2024-25","22-25",55,0,11.9,1.7,4,1.4,2.9,0.3,1.1,0.6,0.8,0.8,1.2,2,0.9,0.5,0.1,0.6,1.3,4.2,0.417,0.478,0.262,0.767,0.488,0.454,"G","BRK,SAS",102,115,-0.2,0.6,0.032,-3.8,-0.8,-4.5,-0.4,10,7.6,11,9.3,10,2,1.1,11.9,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",2431,2431,"Lester Quinones",0.4,"2022-23","2024-25","22-24",54,0,11,1.6,4.1,0.8,1.6,0.9,2.5,0.6,0.9,0.5,1.3,1.7,1.1,0.2,0.1,0.7,1.1,4.8,0.397,0.477,0.346,0.729,0.53,0.502,"G","GSW,NOP,PHI",108,120,0.1,0.3,0.034,-2.5,-1.8,-4.4,-0.4,10,4.8,12.3,8.5,14.3,0.8,0.6,12.8,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",2432,2432,"Braxton Key",0.4,"2021-22","2024-25","24-27",37,0,7.5,1.1,2.5,0.9,1.8,0.2,0.7,0.5,0.8,0.5,1.5,1.9,0.5,0.4,0.3,0.4,0.8,2.9,0.436,0.493,0.296,0.621,0.506,0.479,"F","DEN,DET,GSW,PHI",104,109,0,0.4,0.074,-3.1,0.8,-2.3,0,14,6.5,21.9,14,10.4,2.5,3.9,10.9,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",2440,2440,"Stanley Umude",0.4,"2022-23","2024-25","23-25",47,0,8.4,0.9,2.4,0.3,0.9,0.6,1.5,0.7,0.8,0.3,1.2,1.4,0.3,0.3,0.3,0.4,1,3.1,0.378,0.357,0.391,0.868,0.564,0.5,"G","DET,MIL",108,116,0.1,0.4,0.05,-2.7,-0.1,-2.8,-0.1,9.9,3.4,15.8,9.5,5.1,1.5,3.2,11.7,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",2450,2450,"Hunter Tyson",0.4,"2023-24","2024-25","23-24",69,0,6.5,0.8,2,0.4,0.8,0.4,1.3,0.3,0.4,0.4,0.9,1.3,0.3,0.2,0.1,0.2,0.8,2.2,0.379,0.5,0.307,0.75,0.506,0.475,"F","DEN",107,117,0.1,0.3,0.043,-3.6,-1.6,-5.2,-0.4,8.6,6.7,14.3,10.7,6,1.2,1.2,9.5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",2452,2452,"Antonio Reeves",0.4,"2024-25","2024-25","24",44,0,15,2.6,5.6,1.4,2.7,1.2,2.9,0.6,0.8,0.4,1,1.4,0.9,0.5,0.1,0.7,0.9,6.9,0.456,0.521,0.395,0.8,0.579,0.558,"G","NOP",111,123,0.4,0,0.029,-1.2,-2,-3.2,-0.2,11.7,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",2454,2454,"Keion Brooks Jr.",0.4,"2024-25","2024-25","24",14,0,23.7,3.8,7.8,2.8,4.7,1,3.1,1.6,2.1,0.9,3.3,4.1,0.9,0.7,0.7,0.9,2.1,10.1,0.486,0.591,0.326,0.733,0.581,0.55,"F","NOP",114,120,0.3,0.1,0.057,-2.2,-1.3,-3.5,-0.1,12.8,3.8,15.4,9.4,5.7,1.5,2.9,8.9,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",2457,2457,"Marques Bolden",0.4,"2019-20","2023-24","21-25",18,0,8.5,1,1.6,1,1.5,0,0.1,0.4,0.7,0.7,1.6,2.3,0.2,0.3,0.5,0.3,0.6,2.4,0.643,0.667,0,0.667,0.661,0.643,"C","CHO,CLE,MIL",127,114,0.2,0.2,0.123,-2.5,-0.1,-2.6,0,15.6,9.3,21.8,15.4,3.8,1.9,5.4,13.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",2474,2474,"Keshad Johnson",0.4,"2024-25","2024-25","23",16,0,6.1,1.1,1.6,0.9,1.2,0.2,0.4,0.3,0.6,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,0.692,0.789,0.429,0.444,0.718,0.75,"F","MIA",128,107,0.2,0.2,0.181,-1,0.9,-0.1,0,19.1,6.8,24.6,15.8,6.3,2.5,3.9,11.8,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",2480,2480,"Tyler Kolek",0.4,"2024-25","2024-25","23",41,0,7.2,0.7,2,0.3,0.9,0.3,1.1,0.3,0.4,0.2,0.5,0.7,1.7,0.3,0.1,0.4,0.6,2,0.329,0.371,0.298,0.765,0.453,0.415,"G","NYK",109,116,0.1,0.3,0.058,-2.6,-0.3,-2.8,-0.1,10.3,3.1,7.3,5.2,29.5,2,1.3,16.7,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",2485,2485,"Keaton Wallace",0.4,"2024-25","2024-25","25",31,0,16.2,2.1,5.2,1.2,2.6,0.9,2.6,0.4,0.4,0.2,1.4,1.6,2.6,0.9,0.3,1.1,1.3,5.4,0.401,0.475,0.329,1,0.503,0.485,"G","ATL",103,116,-0.1,0.5,0.034,-3.3,1,-2.3,0,10.1,1.5,9.6,5.5,21,2.6,1.7,16.5,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",2486,2486,"Devin Carter",0.4,"2024-25","2024-25","22",36,0,11,1.3,3.5,0.8,1.8,0.5,1.7,0.7,1.2,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,0.37,0.439,0.295,0.591,0.471,0.441,"G","SAC",104,114,-0.1,0.4,0.043,-3.5,0.3,-3.2,-0.1,10.8,5.4,16.2,10.8,13.5,2.6,1,11,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",2499,2499,"Frank Ntilikina",0.3,"2017-18","2023-24","19-25",321,0,17,1.8,4.9,1.1,2.9,0.6,2,0.6,0.7,0.3,1.4,1.8,2.2,0.7,0.2,1,1.9,4.8,0.369,0.403,0.32,0.762,0.462,0.435,"G","CHO,DAL,NYK",95,113,-3.7,4.1,0.003,-4.4,0,-4.4,-3.4,7.7,2,9.4,5.7,17.7,1.9,1.1,16.6,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766",2506,2506,"Pat Spencer",0.3,"2023-24","2024-25","27-28",45,0,6.1,1,2.3,0.8,1.8,0.1,0.5,0.2,0.3,0.4,0.7,1.1,1.2,0.3,0.1,0.4,0.5,2.3,0.41,0.469,0.208,0.733,0.457,0.433,"G","GSW",104,112,0,0.4,0.057,-3,0.9,-2,0,12.3,6.5,13.2,9.7,27.7,2.5,1,14.5,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",2509,2509,"Alex Ducas",0.3,"2024-25","2024-25","24",21,0,6,0.6,1.4,0.1,0.4,0.5,1,0.1,0.1,0.4,0.8,1.2,0.2,0.2,0,0.2,0.6,1.7,0.4,0.222,0.476,1,0.583,0.567,"G-F","OKC",120,110,0.1,0.2,0.125,-2.1,0.1,-2,0,10.1,7.9,14.3,11.2,4.8,1.9,0,11.5,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",2511,2511,"Isaiah Mobley",0.3,"2022-23","2024-25","23-25",23,0,7.5,1,2.6,0.7,1.7,0.3,0.9,0.2,0.3,0.3,1.1,1.5,0.6,0.3,0.2,0.1,0.7,2.6,0.407,0.447,0.333,0.714,0.483,0.466,"F","CLE,PHI",109,111,0.1,0.3,0.09,-3.1,0.1,-3,0,11.9,5.3,17.4,11.4,11.3,2,2.2,4.6,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",2518,2518,"Maozinha Pereira",0.3,"2023-24","2023-24","23",7,0,17.4,2.6,5,1.9,3.1,0.7,1.9,1,1.4,1.6,3.7,5.3,0.3,0.9,0.6,0.7,1.4,6.9,0.514,0.591,0.385,0.7,0.609,0.586,"F","MEM",117,110,0.1,0.2,0.123,-1.2,0.7,-0.5,0,15.7,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770",2528,2528,"N'Faly Dante",0.3,"2024-25","2024-25","23",4,0,12.8,2.5,3.3,2.5,3.3,0,0,1,1.3,1.5,3.8,5.3,0.5,0.3,1.3,0.5,2.3,6,0.769,0.769,0,0.8,0.789,0.769,"C","HOU",150,103,0.2,0.1,0.283,0.7,1.7,2.4,0.1,24,12.3,32,21.9,5.7,1,8.8,11.6,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",2559,2559,"Kylor Kelley",0.3,"2024-25","2024-25","27",11,0,11.5,1.3,2,1.3,2,0,0,0.5,0.9,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,0.636,0.636,0,0.6,0.644,0.636,"F","DAL,NOP",129,118,0.2,0.1,0.102,-3.5,-1.9,-5.4,-0.1,12.1,10.4,23.4,16.8,5.3,0.4,2.1,13.2,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772",2560,2560,"Xavier Moon",0.3,"2021-22","2023-24","27-29",28,0,9.9,1.5,3.8,1.3,2.6,0.3,1.2,0.1,0.3,0.4,0.9,1.3,1.8,0.4,0.2,0.4,0.7,3.5,0.406,0.486,0.235,0.571,0.449,0.443,"G","LAC",104,114,0,0.3,0.047,-2.8,-0.2,-3,-0.1,12.1,4.2,9.6,7,26.1,1.8,1.9,9.9,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",2578,2578,"Greg Brown III",0.2,"2021-22","2023-24","20-22",70,0,11,1.4,3.3,1.1,2.3,0.3,1,0.8,1.2,0.6,1.7,2.3,0.6,0.4,0.5,0.7,1.5,3.8,0.424,0.481,0.296,0.616,0.502,0.469,"F","DAL,POR",98,114,-0.4,0.6,0.015,-4.6,-0.5,-5.1,-0.6,10.4,5.9,17.7,11.6,7.9,1.9,4.1,14.7,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",2585,2585,"Javon Freeman-Liberty",0.2,"2023-24","2023-24","24",22,0,18.3,2.5,5.6,2,3.7,0.5,1.9,1.5,1.6,0.7,2.5,3.2,1.8,0.5,0.2,1.1,1.3,7,0.444,0.549,0.238,0.917,0.547,0.484,"G","TOR",107,120,0.1,0.2,0.029,-3.1,-2,-5.2,-0.3,10.7,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",2589,2589,"Bub Carrington",0.2,"2024-25","2024-25","19",82,0,30,3.7,9.1,2,4.2,1.7,5,0.8,1,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,0.401,0.475,0.339,0.812,0.514,0.493,"G","WAS",104,121,-0.4,0.6,0.005,-3.3,-1.3,-4.6,-1.6,9,1.4,13.1,7.2,21.2,1,0.8,15.2,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776",2590,2590,"Marcus Bagley",0.2,"2024-25","2024-25","23",10,0,25.3,2.7,6.9,2.2,3.7,0.5,3.2,0.8,1,2.3,4.7,7,1,0.9,1.2,0.7,1.6,6.7,0.391,0.595,0.156,0.8,0.456,0.428,"F","PHI",105,115,0,0.2,0.045,-3.4,-0.9,-4.3,-0.1,11.8,9.9,21.9,15.7,5.5,1.8,4.7,8.7,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",2594,2594,"PJ Hall",0.2,"2024-25","2024-25","22",19,0,3.5,0.7,1.3,0.6,0.8,0.1,0.4,0.2,0.2,0.3,0.8,1.2,0.2,0,0.2,0.1,0.6,1.7,0.583,0.75,0.25,0.75,0.641,0.625,"F","DEN",131,114,0.2,0.1,0.168,-0.7,-0.6,-1.3,0,18.3,10.5,25.4,18.3,8.4,0,5.4,7.2,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778",2598,2598,"RaiQuan Gray",0.2,"2022-23","2023-24","23-24",4,0,18.5,4,7.3,2.8,4.3,1.3,3,0.5,0.5,1.3,2.8,4,3.3,0.3,0.5,1.3,1.3,9.8,0.552,0.647,0.417,1,0.653,0.638,"F","BRK,SAS",125,117,0.2,0.1,0.149,2.6,0.3,2.9,0.1,19.3,7.6,16.3,11.9,27,0.6,2.3,14.3,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",2600,2600,"Adama Sanogo",0.2,"2023-24","2024-25","21-22",13,0,6.7,1.4,2.6,1.4,2.6,0,0,0.6,0.9,1.8,1.4,3.2,0.1,0.1,0,0.5,0.5,3.4,0.529,0.529,0,0.667,0.56,0.529,"F","CHI",120,118,0.2,0.1,0.126,-0.2,-5.6,-5.7,-0.1,20.3,30.1,23.5,26.7,1.6,0.6,0,13.3,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780",2609,2609,"Jermaine Samuels",0.2,"2023-24","2023-24","25",14,0,4.3,0.6,1,0.6,0.9,0,0.1,0.1,0.1,0.2,0.7,0.9,0.2,0.1,0.1,0,0.4,1.4,0.643,0.75,0,1,0.672,0.643,"F","HOU",149,114,0.1,0.1,0.178,-0.3,1.1,0.8,0,15.1,5.3,18.1,11.6,7,0.8,3.1,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781",2618,2618,"Ibou Badji",0.2,"2023-24","2023-24","21",22,0,10.3,0.6,1,0.6,1,0,0,0.3,0.5,0.9,1.4,2.3,0.6,0.1,0.9,0.7,2.1,1.5,0.636,0.636,0,0.5,0.623,0.636,"C","POR",104,115,0,0.2,0.046,-7.7,1.9,-5.8,-0.2,8.1,9.4,16.3,12.6,7.7,0.7,8,35.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"782",2622,2622,"Sidy Cissoko",0.2,"2023-24","2024-25","19-20",34,0,7.5,0.9,1.9,0.7,1.1,0.1,0.7,0.4,0.7,0.5,0.8,1.3,0.7,0.3,0.1,0.4,0.8,2.3,0.46,0.658,0.16,0.625,0.523,0.492,"G","POR,SAS",107,117,0,0.2,0.04,-4.4,0.6,-3.8,-0.1,9.6,6.7,11.6,9.1,13.1,1.7,1.3,16,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"783",2626,2626,"Nate Hinton",0.2,"2020-21","2023-24","21-24",38,0,4.5,0.7,1.8,0.4,0.9,0.3,0.9,0.3,0.4,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.5,1.9,0.377,0.417,0.333,0.733,0.489,0.457,"G","DAL,HOU,IND",103,110,0,0.3,0.06,-1.9,1.1,-0.8,0,12.9,5,14.7,9.9,15,2.9,2.2,10.6,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"784",2627,2627,"Tyler Smith",0.2,"2024-25","2024-25","20",23,0,5.3,1,2.2,0.5,0.9,0.6,1.3,0.3,0.3,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,0.48,0.55,0.433,0.75,0.626,0.61,"F","MIL",110,113,0.1,0.1,0.083,0.4,-1.2,-0.9,0,15.2,5.6,16.3,11.1,4.9,1.2,3.1,13,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785",2631,2631,"Lindell Wigginton",0.2,"2021-22","2023-24","23-25",29,0,10.1,1.6,3.6,1.1,2,0.5,1.6,1,1.6,0.1,1,1.1,1.3,0.2,0.1,0.9,0.9,4.7,0.447,0.544,0.326,0.63,0.552,0.519,"G","MIL",104,115,0,0.2,0.034,-3.5,-2.6,-6,-0.3,10.6,1.1,10.2,5.8,17.6,0.8,0.9,16.9,21.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"786",2652,2652,"Daeqwon Plowden",0.2,"2024-25","2024-25","26",6,0,12,2.7,4.2,1.2,1.3,1.5,2.8,0.3,0.3,0.7,1.2,1.8,0.3,0,0,0.7,1.7,7.2,0.64,0.875,0.529,1,0.831,0.82,"G","ATL",135,122,0.2,0,0.125,1.5,-1.5,-0.1,0,16.1,5.9,10.9,8.4,4.1,0,0,13.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"787",2657,2657,"Yuki Kawamura",0.2,"2024-25","2024-25","23",22,0,4.2,0.5,1.4,0.2,0.3,0.3,1,0.3,0.4,0,0.5,0.5,0.9,0.1,0,0.2,0.4,1.6,0.367,0.571,0.304,0.778,0.53,0.483,"G","MEM",117,117,0.1,0.1,0.095,-2.6,-0.2,-2.8,0,11,0,13.5,6.8,25.1,1,0,12.8,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"788",2660,2660,"Bobi Klintman",0.2,"2024-25","2024-25","21",8,0,5.3,0.8,1.3,0.5,0.6,0.3,0.6,0.1,0.3,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1,1.9,0.6,0.8,0.4,0.5,0.689,0.7,"F","DET",145,111,0.1,0.1,0.208,-1,1.9,1,0,15.9,2.7,15.7,9.2,22.5,2.3,2.3,8.4,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"789",2666,2666,"Jacob Toppin",0.2,"2023-24","2024-25","23-24",26,0,4.4,0.5,1.2,0.3,0.7,0.2,0.5,0.1,0.1,0.2,0.6,0.8,0.3,0.1,0,0.2,0.2,1.4,0.452,0.471,0.429,1,0.565,0.548,"F","ATL,NYK",115,117,0.1,0.1,0.073,-1,-1,-2,0,10.9,5.9,15.9,10.9,10.4,0.9,0.8,11.1,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"790",2669,2669,"Enrique Freeman",0.2,"2024-25","2024-25","24",22,0,8.2,0.7,1.7,0.7,1.2,0,0.5,0.6,0.9,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1,2.1,0.432,0.556,0.1,0.684,0.507,0.446,"F","IND",109,118,0,0.1,0.046,-4.9,-1.4,-6.3,-0.2,7.4,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"791",2677,2677,"Jackson Rowe",0.2,"2024-25","2024-25","28",6,0,8.7,1.3,2.8,0.8,1.2,0.5,1.7,0.5,1,0.5,1.3,1.8,0.7,0.7,0,0.2,0.7,3.7,0.471,0.714,0.3,0.5,0.56,0.559,"F","GSW",121,108,0.1,0.1,0.153,-0.5,1.5,1,0,15.9,6,17,11.4,11.1,3.7,0,4.8,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"792",2685,2685,"Josh Christopher",0.2,"2021-22","2024-25","20-23",152,0,14.4,2.6,5.7,2,3.8,0.5,1.9,0.9,1.2,0.5,1.3,1.8,1.5,0.7,0.2,1.2,1,6.5,0.451,0.541,0.273,0.737,0.526,0.497,"G","HOU,MIA",100,118,-1,1.1,0.003,-2.6,-1.3,-3.9,-1.1,11.9,3.6,9.8,6.7,16.2,2.3,1.3,16.1,21.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"793",2695,2695,"Jett Howard",0.2,"2023-24","2024-25","20-21",78,0,9.8,1.4,3.7,0.6,1,0.8,2.7,0.2,0.3,0.3,0.7,1,0.6,0.2,0.2,0.5,0.9,3.8,0.37,0.568,0.294,0.667,0.487,0.476,"G","ORL",97,114,-0.7,0.9,0.01,-3.9,-1.1,-5,-0.6,7.3,3,8.8,5.8,9.9,1,1.6,11.4,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"794",2705,2705,"Scoot Henderson",0.1,"2023-24","2024-25","19-20",128,0,27.5,4.6,11.6,3.1,7.2,1.5,4.4,2.5,3.2,0.8,2.2,3.1,5.2,0.9,0.2,3,2.9,13.3,0.401,0.438,0.34,0.793,0.513,0.466,"G","POR",102,118,-2.1,2.2,0.002,-2.4,-1.5,-4,-1.8,11,3.1,9.4,6.1,29,1.6,0.7,19,24.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"795",2707,2707,"Nathan Mensah",0.1,"2023-24","2023-24","25",25,0,12.3,0.5,1.1,0.5,1.1,0,0,0.4,0.5,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,0.429,0.429,0,0.75,0.496,0.429,"F","CHO",104,119,0,0.2,0.023,-8.7,-0.1,-8.8,-0.5,5,10.3,13.6,11.9,3.7,1,4.3,29.6,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"796",2708,2708,"Ron Harper Jr.",0.1,"2022-23","2024-25","22-24",11,0,6.3,0.8,2.2,0.5,0.8,0.3,1.4,0.3,0.3,0.6,0.6,1.3,0.6,0,0.1,0,0.5,2.2,0.375,0.667,0.2,1,0.474,0.438,"G-F","DET,TOR",123,119,0.1,0,0.101,-0.4,-3,-3.3,0,12.9,11.1,11.9,11.4,13.4,0,1.4,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797",2715,2715,"Jahmir Young",0.1,"2024-25","2024-25","24",6,0,5,0.7,0.8,0.5,0.5,0.2,0.3,0.3,0.3,0.2,0.3,0.5,1,0,0,0.2,0.3,1.8,0.8,1,0.5,1,0.935,0.9,"G","CHI",175,123,0.1,0,0.22,1.2,-0.8,0.5,0,16.8,3.6,6.9,5.2,26.2,0,0,14.5,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"798",2733,2733,"Chris Livingston",0.1,"2023-24","2024-25","20-21",42,0,4.7,0.5,1.2,0.5,0.9,0,0.3,0.4,0.5,0.3,1,1.3,0.2,0.2,0,0.3,0.5,1.3,0.408,0.528,0.077,0.75,0.484,0.418,"F","MIL",99,113,-0.1,0.2,0.031,-5.9,-1.1,-7,-0.2,8.5,7.5,23.2,15.6,6.6,1.7,0,16,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"799",2737,2737,"Rob Dillingham",0.1,"2024-25","2024-25","20",49,0,10.5,1.9,4.3,1.4,2.8,0.5,1.5,0.2,0.3,0.2,0.8,1,2,0.4,0,1.1,0.8,4.5,0.441,0.496,0.338,0.533,0.503,0.5,"G","MIN",99,114,-0.4,0.6,0.012,-3.3,-0.9,-4.2,-0.3,10.2,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800",2746,2746,"Nae'Qwan Tomlin",0.1,"2024-25","2024-25","24",5,0,12.6,2.6,6.4,2.2,4.4,0.4,2,1.6,2.2,1.8,2.4,4.2,0.4,0,0.2,0.4,1.8,7.2,0.406,0.5,0.2,0.727,0.489,0.438,"F","CLE",112,115,0.1,0.1,0.093,-3,-2.4,-5.5,-0.1,14.4,15.9,20.1,18.1,4.4,0,1.4,5.1,26.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
