"","RK","PLAYER","WS","FROM","TO","AGE","G","AS","MP","FG","FGA","X2P","X2PA","X3P","X3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","FG_PERCENT","X2P_PERCENT","X3P_PERCENT","FT_PERCENT","TS_PERCENT","E_FG_PERCENT","POS","TEAM","O_RTG","D_RTG","OWS","DWS","WS_48","OBPM","DBPM","BPM","VORP","PER","ORB_PERCENT","DRB_PERCENT","TRB_PERCENT","AST_PERCENT","STL_PERCENT","BLK_PERCENT","TOV_PERCENT","USG_PERCENT","MVP","ROY","DPOY","SMOY","MIP","FMVP","AMVP","ALLNBA_1ST","ALLNBA_2ND","ALLNBA_3RD","ALLDEF_1ST","ALLDEF_2ND","NBA_75TH","OLYMPICS","HOF"
"721",721,"Brandon Clarke",24.6,"2019-20","2024-25","23-28",307,0,20.8,4.4,7.2,4.2,6.6,0.2,0.6,1.3,1.9,1.8,3.7,5.5,1.3,0.7,0.8,0.7,1.9,10.2,0.606,0.638,0.266,0.698,0.636,0.617,"F","MEM",129,110,15.6,9,0.185,1.3,1.1,2.4,7.1,19.8,9.2,18.6,13.9,9.3,1.6,3.5,8.2,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722",722,"George McCloud",24.6,"1989-90","2001-02","22-34",766,0,22.8,3.2,8,2,4.7,1.2,3.4,1.4,1.7,0.9,2.2,3.1,2.3,0.8,0.2,1.4,2.1,9,0.402,0.434,0.358,0.81,0.515,0.477,"G-F","DAL,DEN,IND,LAL,PHO",104,109,13.7,10.8,0.068,-0.2,-0.6,-0.8,5.3,12.7,4.1,10.9,7.5,15.7,1.7,0.8,13.7,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",723,"Pat Connaughton",24.6,"2015-16","2024-25","23-32",595,0,19.2,2.2,5,1.1,1.8,1.1,3.2,0.5,0.6,0.7,2.7,3.4,1.4,0.5,0.3,0.6,1.2,6,0.438,0.583,0.356,0.773,0.568,0.552,"G","MIL,POR",117,111,11.9,12.6,0.103,-0.8,0.3,-0.5,4.4,11.2,3.9,14.3,9.3,9.5,1.2,1.2,9.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",724,"Darius Garland",24.6,"2019-20","2024-25","20-25",382,2,33.2,6.9,15.2,4.5,9.2,2.3,6.1,2.7,3.1,0.5,2.1,2.7,6.7,1.2,0.1,3,1.8,18.9,0.453,0.496,0.388,0.867,0.568,0.53,"G","CLE",112,115,13.8,10.7,0.093,1.6,-1.3,0.3,7.3,16.3,1.7,7.2,4.5,31.5,1.7,0.3,15.1,25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725",725,"Anthony Parker",24.5,"1997-98","2011-12","22-36",494,0,27.8,3.4,7.6,2.2,4.6,1.2,3,1.1,1.4,0.5,2.7,3.2,2.3,0.9,0.2,1,1.6,9.1,0.444,0.469,0.404,0.794,0.552,0.523,"G","CLE,ORL,PHI,TOR",110,109,13.9,10.6,0.085,-0.5,0.3,-0.2,6.1,12.2,2.1,11.4,6.7,12.8,1.7,0.5,10.9,15.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",726,"Delonte West",24.5,"2004-05","2011-12","21-28",432,0,27.4,3.7,8.3,2.8,5.9,0.9,2.3,1.4,1.7,0.5,2.4,2.9,3.6,1.1,0.4,1.6,1.9,9.7,0.448,0.479,0.372,0.826,0.538,0.501,"G","BOS,CLE,DAL,SEA",107,106,10.9,13.6,0.099,0,0.9,0.9,8.7,13.9,2.2,10.3,6.3,21.1,2.1,1.2,15.2,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727",727,"Larry Drew",24.4,"1980-81","1990-91","22-32",714,0,25.7,4.6,9.9,4.5,9.4,0.2,0.6,1.9,2.4,0.4,1.4,1.8,5.2,1.1,0.1,2.2,1.8,11.4,0.467,0.478,0.291,0.798,0.517,0.475,"G","DET,KCK,LAC,LAL,SAC",104,110,12.3,12.1,0.064,0,-0.9,-0.9,5,14,1.6,6.2,3.9,28.8,2,0.1,16.6,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",728,"Jodie Meeks",24.3,"2009-10","2018-19","22-31",539,0,22.5,3.1,7.4,1.7,3.5,1.4,3.9,1.6,1.9,0.3,1.8,2.1,1.1,0.8,0.1,0.8,1.2,9.3,0.42,0.471,0.373,0.879,0.565,0.517,"G","DET,LAL,MIL,ORL,PHI,TOR,WAS",111,109,15.4,8.9,0.096,-0.3,-0.3,-0.6,4.2,12.8,1.4,9,5.1,7.4,1.7,0.2,8.5,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729",729,"Zion Williamson",24.2,"2019-20","2024-25","19-24",214,2,31.4,9.5,16.2,9.4,15.7,0.1,0.5,5.4,7.9,2.3,4.3,6.6,4.3,1,0.6,2.8,2.3,24.7,0.589,0.596,0.327,0.689,0.627,0.593,"F-C","NOP",120,114,17.6,6.7,0.173,4.7,0.2,4.9,11.8,25.1,7.9,15.2,11.6,24.1,1.6,2,12.6,30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730",730,"Blue Edwards",24.2,"1989-90","1998-99","24-33",704,0,26.1,4.3,9,3.9,7.7,0.4,1.3,1.8,2.3,1,2.4,3.4,2,1,0.4,1.7,2.7,10.8,0.475,0.498,0.335,0.779,0.537,0.499,"G-F","BOS,MIA,MIL,UTA,VAN",103,109,9.4,14.8,0.063,-1.4,-0.2,-1.6,1.9,12.8,4.4,10.5,7.5,12.5,2,1.1,14.4,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",731,"Ron Anderson",24.2,"1984-85","1993-94","26-35",664,0,22.8,4.4,9.4,4.3,8.8,0.2,0.6,1.6,2,1.3,2.2,3.5,1.4,0.7,0.1,1.1,1.5,10.6,0.471,0.482,0.287,0.814,0.517,0.479,"F-G","CLE,IND,NJN,PHI,WSB",107,111,14,10.2,0.077,-0.1,-1.2,-1.3,2.6,14.3,6.3,10.7,8.5,9.6,1.5,0.4,9.7,21.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732",732,"Don Buse",24.2,"1978-79","1984-85","28-34",485,0,23.9,2.6,5.9,2.3,4.9,0.4,1.3,0.9,1.2,0.5,1.5,2,3.8,1.4,0.1,1,1.4,6.5,0.444,0.468,0.333,0.767,0.505,0.473,"G","IND,KCK,PHO,POR",110,105,11.6,12.6,0.1,-0.5,1.5,1.1,8.9,12.3,2.4,7.1,4.7,20.2,2.8,0.3,13.3,12.5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"733",733,"Tracy Murray",24.1,"1992-93","2003-04","21-32",659,0,18.4,3.3,7.7,2.2,4.7,1.1,2.9,1.3,1.5,0.8,1.7,2.5,0.8,0.5,0.2,0.9,1.7,9,0.43,0.457,0.388,0.829,0.539,0.504,"F","DEN,HOU,LAL,POR,TOR,WAS,WSB",108,108,15.7,8.5,0.096,1,-1.2,-0.1,5.8,14.6,4.7,11,7.8,7,1.5,1,9.9,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",734,"C.J. Watson",24.1,"2007-08","2016-17","23-32",600,0,20.2,2.5,6,1.7,3.9,0.8,2.1,1.4,1.7,0.4,1.6,1.9,2.5,0.9,0.1,1.1,1.5,7.2,0.419,0.444,0.373,0.812,0.533,0.484,"G","BRK,CHI,GSW,IND,ORL",108,108,12.4,11.7,0.096,-0.9,0.5,-0.3,5,13.1,2,8.7,5.3,18.7,2.3,0.4,13.8,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",735,"Ja Morant",24.1,"2019-20","2024-25","20-25",307,2,31.9,8.2,17.4,6.8,13.1,1.4,4.3,4.9,6.4,0.9,3.8,4.7,7.4,1,0.3,3.4,1.7,22.6,0.469,0.519,0.316,0.766,0.559,0.508,"G","MEM",112,113,14.4,9.7,0.118,3.4,-0.6,2.7,11.8,20.2,3.1,12.6,7.8,36.2,1.5,0.8,14.3,30.6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"736",736,"Jordan Clarkson",24,"2014-15","2024-25","22-32",753,0,27.7,6,13.7,4.1,8.1,1.9,5.5,2.2,2.6,0.9,2.5,3.4,2.9,0.8,0.2,1.9,1.7,16,0.436,0.504,0.336,0.829,0.539,0.504,"G","CLE,LAL,UTA",107,116,14.8,9.2,0.055,0.8,-1.7,-0.9,5.5,15.3,3.4,9.8,6.6,17.4,1.4,0.5,11.3,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"737",737,"Donte DiVincenzo",23.9,"2018-19","2024-25","22-28",416,0,25.5,3.8,8.9,1.6,3.1,2.2,5.8,0.9,1.2,0.9,3.4,4.3,2.9,1.2,0.3,1.4,1.8,10.7,0.427,0.514,0.38,0.772,0.569,0.55,"G","GSW,MIL,MIN,NYK,SAC",113,111,9.6,14.3,0.108,0.1,1,1.1,8.3,13.6,3.9,13.8,9,15.5,2.2,1,13.2,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738",738,"Robert Williams",23.9,"2018-19","2024-25","21-27",235,0,20.2,3.2,4.4,3.2,4.4,0,0,0.8,1.2,2.5,4.3,6.8,1.4,0.7,1.7,0.9,1.9,7.2,0.723,0.727,0.143,0.674,0.728,0.723,"C-F","BOS,POR",141,104,14,9.8,0.241,1.6,3.1,4.7,7.9,22,13.6,23.1,18.4,9.9,1.8,7.4,14.9,12.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"739",739,"Caris LeVert",23.9,"2016-17","2024-25","22-30",524,0,27.8,5.1,11.8,3.7,7.4,1.5,4.3,2.1,2.9,0.7,3.1,3.8,4,1,0.4,1.8,2,13.9,0.437,0.49,0.345,0.736,0.533,0.5,"G-F","ATL,BRK,CLE,IND",108,112,9,14.8,0.079,-0.2,0,-0.2,6.5,14.6,2.8,12.1,7.5,22,1.8,1.2,11.9,22.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740",740,"Alex Len",23.9,"2013-14","2024-25","20-31",690,0,17,2.6,5.1,2.4,4.6,0.2,0.5,1.4,2,1.7,3.5,5.3,0.9,0.4,0.9,1.1,2.3,6.7,0.51,0.531,0.322,0.678,0.562,0.526,"C","ATL,LAL,PHO,SAC,TOR,WAS",110,109,11.4,12.4,0.097,-1.9,0,-1.9,0.3,15,10.8,22.8,16.7,7.4,1,4.4,15.3,17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741",741,"J.J. Barea",23.8,"2006-07","2019-20","22-35",831,0,19.6,3.4,8,2.4,5.2,1,2.8,1.1,1.4,0.3,1.8,2.1,3.9,0.4,0,1.5,1.4,8.9,0.424,0.462,0.352,0.794,0.515,0.485,"G","DAL,MIN",104,111,13.7,10.1,0.07,0.7,-1.4,-0.7,5.3,14.5,1.7,10.4,6,33.2,1,0.1,14.9,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742",742,"Jason Thompson",23.8,"2008-09","2015-16","22-29",588,0,25.2,3.6,7.2,3.6,7.2,0,0.1,1.7,2.5,2.1,4.4,6.6,1.1,0.5,0.7,1.3,3,8.9,0.496,0.5,0.143,0.657,0.53,0.497,"F-C","GSW,SAC,TOR",107,110,13.6,10.1,0.077,-1.7,-0.9,-2.6,-2.4,13.5,9.6,20.3,14.9,6.8,1,2.1,13.2,16.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743",743,"Brian Shaw",23.8,"1988-89","2002-03","22-36",943,0,23,2.7,6.8,2.3,5.3,0.5,1.5,1,1.3,0.8,2.6,3.4,4.2,0.8,0.3,1.8,2.1,6.9,0.403,0.431,0.304,0.782,0.471,0.437,"G","BOS,GSW,LAL,MIA,ORL,PHI,POR",100,107,3.5,20.3,0.053,-1.1,0.1,-1,5.3,11.7,4.1,12.4,8.3,25.8,1.8,0.8,19.3,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",744,"Kermit Washington",23.7,"1978-79","1987-88","27-36",261,1,30.7,4.4,7.8,4.4,7.8,0,0,2.5,3.9,3.5,6,9.4,1.8,1,1.4,2,3.6,11.3,0.557,0.558,0,0.651,0.59,0.557,"F-C","GSW,POR,SDC",114,103,13.8,9.9,0.142,0.9,0.5,1.3,6.7,16.5,12.2,21.2,16.7,7.7,1.5,2.4,17.3,14.9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"745",745,"Derrick Jones Jr.",23.7,"2016-17","2024-25","19-27",497,0,20.3,2.7,5.4,2.1,3.4,0.6,2,1.1,1.6,1.2,2.1,3.3,0.7,0.7,0.6,0.6,1.9,7.2,0.507,0.614,0.325,0.706,0.595,0.567,"F","CHI,DAL,LAC,MIA,PHO,POR",119,112,12.7,10.9,0.113,-1.2,0.4,-0.8,3.1,13,6.5,11.3,8.9,5,1.7,2.8,9.3,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",746,"Shandon Anderson",23.6,"1996-97","2005-06","23-32",719,0,22.2,2.8,6.1,2.3,4.7,0.4,1.4,1.4,1.9,0.8,2.3,3.1,1.4,0.8,0.3,1.3,2,7.4,0.457,0.498,0.316,0.739,0.535,0.492,"F-G","HOU,MIA,NYK,UTA",101,105,9.4,14.2,0.071,-1.4,0.1,-1.3,3,11.7,4.5,12,8.3,10.2,1.8,0.8,16.1,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",747,"Ernie Grunfeld",23.6,"1978-79","1985-86","23-30",620,0,18.8,3,6.2,2.9,6.1,0.1,0.2,1.4,1.8,0.7,1.9,2.6,2.1,0.7,0.2,1.1,2.2,7.5,0.481,0.485,0.337,0.785,0.531,0.486,"G-F","KCK,MIL,NYK",106,105,10.8,12.8,0.097,-0.9,0.5,-0.4,4.8,12.8,4.2,11.6,7.8,15.1,1.7,0.6,13.9,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"748",748,"Luke Kennard",23.6,"2017-18","2024-25","21-28",460,0,23.4,3.5,7.6,1.5,3.1,2,4.5,0.9,1,0.3,2.5,2.8,2.3,0.5,0.1,1,1.3,9.8,0.457,0.485,0.438,0.881,0.609,0.586,"G","DET,LAC,MEM",118,114,14.7,8.8,0.105,0.3,-0.4,0,5.4,13,1.4,11.8,6.6,14,1.1,0.5,10.8,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",749,"Jeremy Lin",23.5,"2010-11","2018-19","22-30",480,0,25.5,3.9,9.1,3,6.3,0.9,2.7,2.8,3.5,0.4,2.4,2.8,4.3,1.1,0.4,2.3,2.2,11.6,0.433,0.473,0.342,0.809,0.548,0.485,"G","ATL,BRK,CHO,GSW,HOU,LAL,NYK,TOR",106,108,12.7,10.8,0.092,0,0,0,6.2,15.3,1.8,10.3,6,26.7,2.1,1.1,17.6,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",750,"Scott Brooks",23.5,"1988-89","1997-98","23-32",680,0,13.6,1.8,4,1.4,2.9,0.4,1.1,0.8,1,0.2,0.8,1,2.4,0.7,0,0.7,1.2,4.9,0.45,0.481,0.372,0.849,0.547,0.503,"G","CLE,DAL,HOU,MIN,NYK,PHI",116,109,15.8,7.7,0.122,0.1,0.8,0.9,6.8,14.5,1.9,6.4,4.2,25,2.6,0.2,13,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",751,"Randy Foye",23.5,"2006-07","2016-17","23-33",752,0,25.6,3.6,9,2.1,5,1.5,4,1.6,1.9,0.3,1.9,2.2,2.8,0.7,0.3,1.5,2.1,10.3,0.401,0.429,0.366,0.852,0.524,0.482,"G","BRK,DEN,LAC,MIN,OKC,UTA,WAS",105,111,14.2,9.2,0.058,-0.4,-0.8,-1.2,3.8,12,1.5,8.6,5,17.5,1.4,0.9,13,19.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752",752,"Mike Glenn",23.5,"1978-79","1986-87","23-31",537,0,16.1,3.3,6,3.3,6,0,0.1,1,1.1,0.3,0.9,1.2,1.6,0.5,0.1,0.7,1.5,7.6,0.544,0.546,0.286,0.863,0.578,0.545,"G","ATL,MIL,NYK",116,109,17.2,6.3,0.13,0.4,0,0.4,5.3,15.2,1.7,6.3,4,15.2,1.6,0.2,9.8,18.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",753,"Michael Smith",23.4,"1994-95","2000-01","22-28",449,0,23.5,2.1,3.9,2.1,3.9,0,0,1.4,2.6,2.5,4.6,7.1,1.5,0.8,0.6,1.2,2.5,5.6,0.538,0.539,0.143,0.529,0.552,0.538,"F","SAC,VAN,WAS",111,105,11.4,12,0.107,-0.6,0.5,-0.1,5.1,13.9,12.3,23,17.6,9.6,1.8,1.7,18.7,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",754,"Willie Cauley-Stein",23.3,"2015-16","2021-22","22-28",422,0,22,3.7,6.8,3.7,6.7,0,0.1,1.3,2.2,1.6,4.2,5.9,1.4,0.8,0.8,0.9,2.3,8.7,0.544,0.548,0.188,0.612,0.564,0.545,"F-C","DAL,GSW,PHI,SAC",114,108,12.5,10.9,0.121,-0.8,0.7,-0.1,4.4,16.6,8,21.3,14.5,9.8,1.8,3.2,10.5,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",755,"Daniel Theis",23.3,"2017-18","2024-25","25-32",411,0,18.8,2.8,5.2,2.3,3.8,0.5,1.5,1,1.3,1.5,3.2,4.7,1.3,0.5,0.8,0.8,2.5,7.1,0.537,0.619,0.326,0.726,0.607,0.583,"C","BOS,CHI,HOU,IND,LAC,NOP",122,110,13.1,10.2,0.145,-1.1,0.9,-0.2,3.4,15.4,8.6,18.7,13.7,9.5,1.2,4,12,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",756,"Phil Ford",23.3,"1978-79","1984-85","22-28",482,0,28,4.4,9.5,4.4,9.2,0.1,0.3,2.7,3.3,0.3,1.4,1.8,6.4,1.2,0.1,2.8,2.6,11.6,0.467,0.474,0.21,0.82,0.531,0.469,"G","HOU,KCK,MIL,NJN",103,106,10.8,12.5,0.083,-0.1,-0.6,-0.8,4.1,13.9,1.3,5.7,3.5,30.2,2,0.1,20.1,19.6,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"757",757,"Swen Nater",23.3,"1978-79","1983-84","29-34",339,0,26.9,4.6,8.3,4.6,8.3,0,0,2.1,2.7,2.9,7.1,10,1.9,0.5,0.4,2.2,3,11.2,0.551,0.552,0.25,0.76,0.591,0.551,"C","LAL,SDC",111,106,14.4,8.9,0.123,0.7,-0.9,-0.2,4.2,16.7,11.8,30.1,20.7,9.4,0.8,0.8,19.1,17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",758,"Dewayne Dedmon",23.3,"2013-14","2022-23","24-33",515,0,17.3,2.5,4.7,2.1,3.7,0.4,1.1,1,1.3,1.5,4.2,5.8,0.7,0.5,0.8,1,2.5,6.3,0.526,0.583,0.336,0.731,0.593,0.565,"C","ATL,GSW,MIA,ORL,PHI,SAC,SAS",112,105,9.7,13.5,0.125,-1.8,0.8,-1.1,2.1,15.1,9.8,27.4,18.6,6.1,1.4,4,15.3,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",759,"Gary Trent",23.2,"1995-96","2003-04","21-29",506,0,19.5,3.5,7.1,3.5,7,0,0.1,1.5,2.4,1.7,2.8,4.5,1,0.4,0.3,1.2,2.2,8.6,0.501,0.507,0.08,0.643,0.531,0.501,"F","DAL,MIN,POR,TOR",106,104,12.4,10.9,0.113,-0.4,-0.6,-1,2.4,15.9,10,16.4,13.2,8.8,1.2,1.3,12.7,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",760,"Anthony Johnson",23.2,"1997-98","2009-10","23-35",793,0,19.6,2.2,5.2,1.7,4,0.4,1.2,0.9,1.2,0.4,1.3,1.7,2.9,0.7,0.1,1.1,1.6,5.6,0.414,0.431,0.356,0.745,0.489,0.454,"G","ATL,CLE,DAL,IND,NJN,ORL,SAC",102,106,7.9,15.3,0.072,-1.8,0.3,-1.5,2,11.2,2.2,7.9,5,24.1,1.9,0.4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",761,"Anthony Morrow",23.2,"2008-09","2016-17","23-31",564,0,21.8,3.5,7.8,2,4.3,1.4,3.4,1.1,1.2,0.5,1.6,2.2,0.9,0.6,0.1,0.7,1.6,9.4,0.447,0.47,0.417,0.88,0.569,0.539,"G","ATL,CHI,DAL,GSW,NJN,NOP,OKC",114,113,19.4,3.8,0.091,0.6,-1.3,-0.6,4.3,13.2,2.8,8.3,5.6,6.4,1.3,0.5,7.5,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",762,"Steve Hawes",23.2,"1978-79","1983-84","28-33",442,0,23.2,3.3,6.8,3.3,6.7,0,0.1,1.6,2,1.6,4.1,5.8,1.9,0.7,0.4,1.5,2.8,8.3,0.489,0.492,0.298,0.793,0.539,0.491,"C-F","ATL,SEA",106,103,9.8,13.4,0.108,-0.5,0.7,0.2,5.7,13.6,7.7,19.8,13.7,11.6,1.5,1,16.6,16.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",763,"Eric Williams",23.2,"1995-96","2006-07","23-34",658,0,23.9,2.8,6.8,2.5,5.8,0.3,1,2.6,3.5,1.1,2.2,3.3,1.4,0.8,0.2,1.2,2.4,8.6,0.415,0.433,0.318,0.736,0.513,0.44,"F","BOS,CHA,CLE,DEN,NJN,SAS,TOR",104,108,12.6,10.5,0.071,-1.9,-0.5,-2.4,-1.5,11.7,4.9,10.7,7.7,9.7,1.8,0.5,12.5,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",764,"Calbert Cheaney",23.1,"1993-94","2005-06","22-34",825,0,26.7,4.1,8.8,3.8,7.9,0.2,0.8,1.1,1.6,0.9,2.3,3.2,1.7,0.8,0.2,1.2,2.5,9.5,0.466,0.483,0.298,0.691,0.502,0.48,"G-F","BOS,DEN,GSW,UTA,WAS,WSB",101,109,9.3,13.9,0.05,-2.1,-0.4,-2.5,-2.9,11,3.8,10,6.8,10.3,1.6,0.7,11.3,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",765,"Joe Harris",23.1,"2014-15","2023-24","23-32",504,0,24.4,3.8,7.8,1.7,3.2,2,4.7,0.7,1,0.5,2.5,3,1.6,0.5,0.2,1,2,10.3,0.479,0.542,0.436,0.771,0.623,0.609,"G","BRK,CLE,DET",116,114,15.4,7.7,0.09,0,-0.7,-0.7,4.1,12.2,2.3,10.8,6.6,9.5,0.9,0.6,11.1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766",766,"Desmond Mason",23.1,"2000-01","2009-10","23-32",643,0,30.5,4.6,10.2,4.5,9.8,0.1,0.4,2.9,3.9,1.3,3.2,4.5,1.6,0.7,0.4,1.6,2.2,12.1,0.449,0.456,0.26,0.74,0.509,0.454,"F","MIL,NOK,OKC,SAC,SEA",102,109,12.4,10.6,0.056,-1.3,-1.1,-2.4,-2.1,12.7,4.7,12.4,8.5,8.9,1.2,0.9,11.9,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",767,"Othella Harrington",23.1,"1996-97","2007-08","23-34",709,0,19.6,2.9,5.6,2.9,5.6,0,0,1.7,2.2,1.5,2.9,4.4,0.6,0.3,0.4,1.3,2.6,7.4,0.505,0.507,0,0.738,0.555,0.505,"F-C","CHA,CHI,HOU,NYK,VAN",103,106,11.7,11.4,0.08,-2.4,-1,-3.4,-4.9,12.5,9.2,17,13.1,5.5,0.7,1.5,16.8,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",768,"Jeff McInnis",23.1,"1996-97","2007-08","22-33",576,0,27.7,3.8,8.8,3.3,7.2,0.5,1.6,1.2,1.6,0.4,1.6,2,4.4,0.6,0.1,1.4,2.1,9.4,0.431,0.454,0.328,0.796,0.493,0.461,"G","CHA,CLE,DEN,LAC,NJN,POR,WAS",106,110,17.4,5.6,0.07,-0.8,-1.3,-2.1,-0.3,12.6,1.8,6.7,4.2,26.3,1.2,0.1,12.6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",769,"Joel Przybilla",23,"2000-01","2012-13","21-33",592,0,19.8,1.5,2.7,1.5,2.7,0,0,0.8,1.5,1.9,4.3,6.2,0.4,0.3,1.4,1,2.7,3.9,0.552,0.553,0,0.557,0.568,0.552,"C","ATL,CHA,MIL,POR",106,104,7,16,0.094,-2.8,1.1,-1.7,0.8,12,11.3,25.9,18.6,3.3,0.7,5.4,22.1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770",770,"Maurice Harkless",23,"2012-13","2021-22","19-28",621,0,22.6,2.7,5.7,2.1,3.8,0.6,1.9,0.8,1.3,1.1,2.5,3.5,0.9,0.9,0.6,0.8,2,6.9,0.474,0.551,0.32,0.624,0.544,0.528,"F-G","LAC,MIA,NYK,ORL,POR,SAC",107,109,8.9,14,0.079,-1.6,0.8,-0.8,4.1,11.7,5.2,12,8.6,5.9,2.1,2.3,11.8,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",771,"Chris Childs",22.9,"1994-95","2002-03","27-35",541,0,25.2,2.4,5.9,1.7,3.9,0.7,2,1.4,1.7,0.4,2.1,2.4,4.9,0.9,0.1,2,2.9,6.9,0.403,0.433,0.344,0.816,0.514,0.461,"G","NJN,NYK,TOR",102,104,6.9,16,0.081,-1.8,0.7,-1.1,2.9,11.2,1.7,9.5,5.6,30.9,1.9,0.3,22.8,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772",772,"Darwin Cook",22.9,"1980-81","1988-89","22-30",612,0,23.1,4.1,8.9,4,8.5,0.1,0.5,1.3,1.7,0.7,1.4,2.1,3.7,1.7,0.3,1.8,2.1,9.5,0.453,0.467,0.196,0.764,0.49,0.458,"G","DEN,NJN,SAS,WSB",100,104,3.3,19.7,0.078,-1,1.6,0.6,9.4,13.8,3.3,7.1,5.2,22.1,3.4,0.8,15.9,19.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",773,"Cameron Johnson",22.9,"2019-20","2024-25","23-28",340,0,26.5,4.4,9.8,2.1,3.9,2.3,5.9,1.7,2,0.8,3.2,3.9,2,0.8,0.3,0.9,1.7,12.9,0.453,0.547,0.392,0.851,0.604,0.572,"F","BRK,PHO",120,114,14,8.8,0.122,1.6,0,1.6,8.2,15.1,3.3,13.3,8.2,11.1,1.5,1.1,7.9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",774,"Isaiah Rider",22.8,"1993-94","2001-02","22-30",563,0,31.7,6.4,14.4,5.2,11,1.2,3.4,2.8,3.4,1.2,2.6,3.8,2.7,0.7,0.2,2.5,2.4,16.7,0.443,0.471,0.352,0.812,0.526,0.484,"G","ATL,DEN,LAL,MIN,POR",102,110,13.4,9.4,0.061,0.8,-1.8,-1,4.5,14.7,4.5,9.6,7.1,16,1.1,0.6,13.8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",775,"Bison Dele",22.8,"1991-92","1998-99","22-29",413,0,24.2,4.5,8.5,4.5,8.4,0,0,2,2.9,2.1,4.1,6.2,1.1,0.8,0.9,2,3.1,11,0.528,0.529,0.143,0.691,0.562,0.528,"F-C","CHI,DEN,DET,LAC,ORL",105,103,9,13.8,0.109,-0.8,0.2,-0.6,3.4,16.5,10,20.1,15,7.7,1.7,2.5,16.9,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
